title,desc
"Tamil Nadu has all rights over Cauvery, says CM MK Stalin in all-party meeting | Tamil Nadu News",Tamil Nadu government on Monday passes three resolutions urging the Union government not grant permission to Karnataka to go ahead with the Meka Datu irrigation project.
India pulls out diplomats from Kandahar consulate - What&rsquo;s happening in landlocked Afghanistan? | India News,India has pulled out around 50 diplomats and security personnel from its consulate in Kandahar in view of the deteriorating security situation in Afhanistna and the Taliban gaining control of new areas.
3 in 4 Indian firms feel artificial intelligence/machine learning skill gap hampering innovation: Report    ,"About 50 per cent of those surveyed find it significantly difficult to develop softer, non-technical skills in the next six months."
TV actress trolled: 7 times TV bahus faced backlash online for their steamy photos,"In the recent past, Devoleena Bhattacharjee, Tina Dutta and other television bahus have been trolled for flaunting their babelicious avatars off-screen."
Rain lashes Jammu and Kashmir; cloudburst in Ganderbal triggers flash floods | India News,"Acloudburst in Jammu and Kashmir's Ganderbal damaged the highway, caused damage to residential properties, and triggered flash floods in the area."
suniel shetty house sealed: Suniel Shetty's building sealed after three Delta variant COVID-19 cases were found,The Brihanmumbai Municipal Corporation (BMC) has sealed Suniel Shetty's building in South Mumbai after three active Delta variant COVID-19 cases were found.
Akhtar on Muralitharan | Not even kidding! Shoaib Akhtar names Muttiah Muralitharan as toughest batsman he has bowled to | Cricket News,Former Pakistani pacer Shoaib Akhtar has named spin legend Muttiah Muralitharan as the toughest batsman he has bowled to in the gentlemen's game.
"Stocks to track in trade for July 12, 2021: DMart, Adani Ports, Federal Bank, NBCC, IDBI Bank | Business News",Equitas and Ujjivan in focus as RBI gives nod to Small finance bank and holding co to merge.
[VIDEO] Man fatally mauled by pack of stray dogs in Punjab's Gurdaspur | India News,A labourer in Punjab's Gurdaspur was allegedly brutally mauled by a pack of stray dogs when he was on his way to work.
Virgin Galactic space launch photos: Richard Branson and crew create history; fly to the edge of space ,Virgin Galactic space launch photos: Richard Branson along with his five-member crew headed into outer space and successfully landed back on earth. Here are some photos from the historic launch event.
Zika virus: One more case detected in Kerala; statewide tally reaches 19 | Kerala News,"A 73-year-old woman, who was being treated at a private hospital in the capital city of Thiruvananthapuram, was diagnosed with the virus."
Kerala Industries dept like 'frog in the well': Kitex Chairman | Business News,"Kerala's claim of a &quot;single-window&quot; clearance for investors was an &quot;outdated system&quot; as other states had implemented it around 25 years ago, said Kitex Group Chairman Sabu Jacob"
Throwback &ndash; When Allahabad HC convicted Indira Gandhi of election fraud ,"Justice Jagmohanlal Sinha declared then PM Indira Gandhi&rsquo;s election null and void, and banned her from holding any elected position for a term of six years."
"Tamil Nadu: 43-year-old man rapes, impregnates brother&rsquo;s 12-year-old daughter; arrested  | India News",A 43-year-old man allegedly raped and impregnated his 12-year-old niece in Coimbatore district of Tamil Nadu.
'It must be removed': VHP raises objection to one child norm in UP&rsquo;s population control bill | India News,Uttar Pradesh Chief Minister Yogi Adityanath had on Sunday inaugurated its new policy on population control for 2021-30 on the occasion of World Population Contro.
"IIT Hyderabad invites application for project associate, technician and other posts on iith.ac.in   | Education News","IIT Hyderabad has called for application for Project Associates, Project Technicians, and Project Assistant. Interested candidates can apply here- iith.ac.in. The last date of application is July 25, 2021."
www.kvpy.iisc.ernet.in 2021 registration I KVPY Registration 2021 begins today on kvpy.iisc.ac.in - Check how to apply here | Education News,"KVPY Registration 2021 begun today at 5 pm. Students who are eligible can apply for this scholarship till August 25, 2021 on the official website, kvpy.iisc.ac.in. Check steps to apply for the examination here."
No further decline in COVID numbers in Maharashtra; experts can't pin this trend to exact reasons,"Experts have some theories about the further decline of COVID numbers not happening in Maharashtra, but those circumstances exist in other places also and those places are witnessing a decline."
Next speaker of Maharashtra assembly will be from Congress: Sharad Pawar | Maharashtra News,The post of Maharashtra speaker fell vacant after Congress MLA Nana Patole resigned in February this year to take over as the party's Maharashtra unit president.
Gauri Khan outfit cost: Super expensive outfits sported by Shah Rukh Khan's wife Gauri Khan that are in lakhs,SRK lives life King size and his wife Gauri Khan is no less than a queen! Check out some of the most expensive outfits worn by the celebrity wife.
Djokovic gives racquet to young kid after Wimbledon triumph: Wimbledon champion Novak Djokovic wins hearts by giving away his racquet to a young fan - Watch | Tennis News,"Novak Djokovic defeated Italy's Matteo Berrettini to lift his 20th Grand Slam title. After his 6th Wimbledon title, Djokovic won hearts by giving away his racquet to a young kid."
MP: Controversy erupts after state govt allocates land to RSS; FIR against former CM Digvijaya Singh | India News,Madhya Pradesh news: Controversy erupted in MadhyaPradesh after the state government allocates land to RSS linked organisation.
The week that was: Top 5 stories from the week gone by! | Business News,The new cabinet has been announced amid criticism of the government over its handling of the pandemic and a faltering economy.
Need for caste-based census to figure out community-wise population: Ramdas Athawale | India News,The Union Minister also stressed upon increasing the reservation so that socially and economically backward people can avail its benefit.
"As 3rd wave threat looms, Amit Shah says &lsquo;controlling second wave of Covid was not humanly possible&rsquo; | India News",The Union Home Minister said that people should not hesitate to take the Covid-19 vaccine as it is the most important weapon to fight the Covid-19 virus.
Alarming! Top 25 cities account for 52% of the world's urban greenhouse gas emissions ,"In 2015, 170 countries worldwide adopted the Paris Agreement, with the goal limiting the average global temperature increase to 1.5-degree Celsius."
Andhra Pradesh extends curfew relaxation in all districts | India News,The state government took this decision at a Covid review meeting chaired by Chief Minister Y.S. Jagan Mohan Reddy on Monday.
"Uttar Pradesh terror plot busted! Arrested al Qaeda terrorists planned to meet &lsquo;commanders&rsquo; in Lucknow, western UP [VIDEO] | India News",The police are currently conducting raids across Uttar Pradesh based on the intel provided by the arrested al Qaeda terrorists.
Pre-apply for IPOs | Zomato IPO to be first on Paytm Money's new &ldquo;Pre-Open IPO Applications&rdquo;. Know how it works | Business News, The company said Zomato is the first initial share sale on its platform that will be launched with the new feature
COVID-19 situation in northeastern states still a cause for concern; PM Modi to interact with CMs tomorrow | India News,"As per inputs available, the CMs of Assam, Nagaland, Tripura, Sikkim, Manipur, Meghalaya, Arunachal Pradesh and Mizoram will attend the meet with the PM due to start at 11 am."
Man U Mumbai Indians Mehendi| When Manchester United meets Mumbai Indians: Sports lover bride's mehendi design goes viral | Trending & Viral News,Geet Khedekar and Devrat Mainhallikar tied the knot recently.
"Kerala SSLC result 2021 date &amp; time: Class 10 result to be declared on July 14, 2 pm- details here  | Education News","Kerala SSLC result 2021 date and time has been announced. The class 10 result will be declared on July 14 at 2 pm. Candidates awaiting the result, can check on the official site- keralaresults.nic.in."
"Punjab BJP leader attacked by farmers in Patiala blames police, DSP denies allegations | India News","Punjab BJP leader Bhupesh Aggarwal said he was attacked by some 500 farmers at the behest of DGP Tiwana in Patiala's Rajpura. In Haryana, the deputy speaker's car came under attack as farmers held protests."
"West Indies vs Australia: WI vs AUS, 3rd T20I Dream11 prediction today: Fantasy cricket tips for West Indies vs Australia match | Cricket News",West Indies will be up against Australia in the third of five match T20I series at&nbsp;the Daren Sammy National Cricket Stadium on Tuesday (July 13) at 5:00AM IST. Here's our Dream11 prediction for this match.
"Himachal Pradesh floods | Himachal Pradesh floods: 3 NDRF teams carry out rescue work in Boh village, PM says situation being monitored | India News",Himachal Pradesh flood: Incessant rains wreaked havoc in Himachal Pradesh. Major roads have been blocked due to landslides and tourists have been asked to stay wherever they are.
God won't like it if people lost their lives to COVID: Uttarakhand CM on Kanwar Yatra  | India News,"The Kanwar yatra takes place during the Hindu month of Shrawan spread over July and August. Devotees from UP, Haryana, Delhi, Madhya Pradesh, Rajasthan and Himachal take part in the annual pilgrimage."
"After UP ATS arrests two Al Qaeda terrorists, Bihar Police issues alert in state | | Bihar News","Earlier on Sunday, Uttar Pradesh Anti-Terror Squad busted Al-Qaeda's terror module in Lucknow and arrested two terrorists."
MP Board 10th Result 2021 Date &amp; Time: MPBSE Matric results releasing tomorrow on mpresults.nic.in- updates | Education News,"MP Board 10th Result 2021 Date &amp; Time has been announced. The class 10 results will be released tomorrow on July 14, on the official site- mpresults.nic.in. Check updates here."
The &lsquo;B&rsquo; in Biryani stands for Business  | Business News,"From listed companies to start-ups, the industry has found a new money-making machine: The delectable biryani"
CLSA sees 24% upside on Tech Mahindra from CMP while maintaining buy rating | Business News,CLSA bullish on Tech Mahindra over evolution of Companies M&amp;A strategy and its implication for investors.
Dilip Ghosh | &lsquo;West Bengal has become supplier of extremists&rsquo;: BJP&rsquo;s Dilip Ghosh after arrest of 3 suspected JMB terrorists | West Bengal News,"Extremists, terrorists and anti-socials have made West Bengal their safe shelter, said state BJP president Dilip Ghosh."
Dominica High Court grants&nbsp;interim bail to fugitive diamantaire Mehul Choksi on medical grounds | Business News,"Choksi had gone missing from Antigua and Barbuda on May 23, where he had been living since 2018 following his escape from India. He was arrested a few days later in Dominica"
Diipa Khosla Cannes Gown| Indian influencer's Cannes gown with breastmilk pump attached gets lauded online | Trending & Viral News,Diipa Khosla is attending Cannes Film Festival as a new mother.
Argentina vs Italy Super Cup | Euro vs Copa America: Lionel Messi's Argentina could face Giorgio Chiellini's Italy in 'Super Cup' - Report | Football News,Italy and Argentina -- the winners of Euro 2020 and Copa America 2021 -- could face each other in a one-off Super Cup.
"Pune: Not earning enough to make merry with wife, newlywed food delivery boy takes to chain snatching; held | Pune News",A patrolling team held the 20-year-old accused after he was found moving suspiciously in Wakad area of Pune in Maharashtra.
Revolt RV400 electric bike's bookings in India to open again from 15 July,Revolt RV400 comes equipped with a 3.2 kWh battery pack and a 4 bhp electric motor.
Ola electric scooter | Ola Electric signs $100 million long term debt-financing deal with Bank of Baroda | Business News,"Ola Electric, led by Bhavish Aggarwal, has raised $100 million in debt from Bank of Baroda for its electric vehicle manufacturing facility"
"OSSTET 2021 registration to close on July 18, 2021, Click here for details  | Education News","OSSTET 2021 conducted by Odisha Board has released its online registration link. The last date to apply for the same is on July 18, 2021. Candidates who are interested, eligible can apply here- bseodisha.ac.in"
CR7 on Golden Boot post | Cristiano Ronaldo UEFA Euro 2020 CR7 reacts after winning maiden European championship Golden Boot | Football News,Portugal captain and goal machine Cristiano Ronaldo bagged his first European Championship golden boot on Sunday. Ronaldo finished the UEFA Euro 2020 as the tournament's top goal-scorer with 5 goals.
4 important ingredients Sara Ali Khan loves using on her face and hair,Bollywood actress Sara Ali Khan swears by four important ingredients when it comes to achieving flawless skin and lustrous hair. Wondering what those are? Read on!
MS Dhoni-Danish Kaneria fiery face-off: Throwback: MS Dhoni's epic reply to Danish Kaneria after Pak spinner's dangerous throw aimed at his head - WATCH | Cricket News,"MS Dhoni and Danish Kaneria were involved in a fiery battle in the 2006 Faisalabad Test. Here's how Dhoni responded to a dangerous throw from Kaneria, aimed at former Indian captain's head -"
France&rsquo;s exit from Sahel war offers Russia an opportunity to move in,"Without French troops, the Sahel might resemble another Western war: this time, Libya, an invasion that ended with foreign influence flooding in."
"&lsquo;Delay in monsoon, mismanagement by AAP govt&rsquo;: Haryana on water shortage in national capital | India News",This came hours after the Delhi Jal Board (DJB) vice-chairman Raghav Chadha alleged that the neighbouring state has been withholding the city's share of 120 million gallons of water a day.
"NCP&rsquo;s Nawab Malik slams UP govt, says 'Yogi should make no child policy or more child policy' | Mumbai News Updates","NCP slammed the UP govt for making a big noise about the two-child policy, NCP reminds the Yogi govt that Maharashtra and other few states have already had such a policy for a long time."
Retail inflation marginally eases to 6.26% in June; May IIP at 29.3% | Business News,Inflation based on Consumer Price Index remained elevated due to soaring fuel prices and costlier items in the food basket
"Nationwide soft launch of Sputnik V vaccine now in 50 cities, towns in India: Dr Reddy's Laboratories | India News",Dr. Reddy's Laboratories said the ongoing soft commercial launch of Sputnik V has or work towards its ramp-up in India have not been put on hold.
"Panchang Today| Aaj Ka Panchang Today Panchang, July 13, 2021: Check out the Sunrise and Sunset timing, Nakshatra, Shubh Muhurat and other details Daily Panchang Hindu calendar","Today's Panchang, July 13, 2021: Today is Tritiya Tithi, Shukla Paksha, Ashadha Maas, Mangalwar (Tuesday). Read on to know more about the sunrise, sunset, timings, Shubh and ashubh muhurat, nakshatra, etc."
"India is deeply within me, a big part of who I am: Google CEO Sundar Pichai ","When asked about whether the Chinese model of the internet based on surveillance is in the ascendant, Google CEO Sundar Pichai said the free and open internet &quot;is being attacked&quot;."
&lsquo;Swear by your son and say that you voted for us&rsquo;: BJP MLA to UP villager on electricity request | India News,"Veer Vikram Singh, who represents Katra Assembly constituency in Shahjahanpur, said that he would get the lights installed at the villager&rsquo;s home if he swears that he had voted for BJP."
Reliance industries | Is Reliance Inds the reason why the Nifty50 is still consolidating &ndash; a statistical analysis | Business News,A closer look indicates that Reliance made its best 8 month closing on 15th June near 2250 mark. Post that the stock has gone to a corrective phase.
"Mahindra Bolero Neo launched in India: Check price, specs, features, etc.","Essentially a facelifted version of the TUV300 SUV, the Bolero Neo is available with a diesel engine and a five-speed manual gearbox. In its new iteration, the SUV also gets manual lock&nbsp;differential."
Shastri India future | Ravi Shastri future It will be impossible to remove Ravi Shastri if Virat Kohli-led Team India wins T20 WC: Ex-Indian cricketer | Cricket News,Former Indian cricketer and full-time pundit Reetinder Singh Sodhi has addressed the speculations surrounding Ravi Shastri's future as Team India's head coach.
'Down with the dictatorship': Rare anti-government protests erupt in Cuba,"The anti-government rallies started spontaneously in several cities as the country endures its worst economic crisis in 30 years, with chronic shortages of electricity and food."
"Top WHO scientist cautions against Covid-19 vaccine cocktail, says &lsquo;there is limited data on mix and match&rsquo;","WHO chief scientist Soumya Swaminathan said that booster shots of the Covid-19 vaccine will lead to a &ldquo;chaotic situation&rdquo; if citizens start deciding when they should take a second, third, or fourth dose."
"Mohan Bhagwat | Bhagwat may be sharing the DNA of Aurangzeb, but that's not true for all: Dasna Devi temple priest | India News","On July 4, while speaking at an event in Ghaziabad, RSS chief Mohan Bhagwat had said that Hindus and Muslims have the same DNA."
COVID-19 rearing its head again? Rise in R-value in July first week hints at fresh spike | India News,"The R-value, also known as effective transmission rate or the reproduction number, has gone up to 0.88 in the first week of July from 0.78 on 30 June, revealed an analysis by the researchers."
"Karnataka: Mucormycosis turns fatal, 303 deaths in the state; 34 per cent fatalities from Bengaluru | Bengaluru News","Among all the districts in Karnataka, Bengaluru reported the highest number of deaths due to mucormycosis."
Peddler supplying drugs to children nabbed by NCB near Mumbai's Mahim Dargah  | Mumbai News Updates,"A man in Mahim, Mumbai, was arrested by the Narcotics Control Bureau (NCB) for supplying drugs to children."
Hero Electric receives ₹220 crore investment; sets aim at 1 million sales,"The electric two-wheeler manufacturer explained this new investment will be dedicated to the expansion of its production capacity, pursuit of futuristic technology, etc."
IBPS Clerk 2021 notification released on ibps.in - check here  | Education News,IBPS Clerk 2021 notification has been released by the governing body. Candidates interested in this post can apply for more than 5000 positions on the official site- ibps.in. Check details here.
'Have no plans to cut pay or layoffs; expect to be back to pre-Covid levels by 2022': IndiGo CEO   | Business News,"I am very bullish on how quickly the recovery can happen, expect by 2022 we will be back to pre-Covid levels. Third wave is inevitable; healthy balance sheet is the best defense: Ronojoy Dutta, CEO, IndiGo."
Woman named after dad's mistress| Dad names daughter after woman he was having affair with - to avoid getting caught if he slipped up | Trending & Viral News,A woman has shared how her father named her after the woman he was having an affair with so that he cover up just in case he slipped up the wrong name.
"Woman, her lover elope 4 days before her wedding; end life together ",A young couple in Bihar allegedly jumped into a pond and committed suicide after they were unable to get married.
"Delhi: Woman software engineer makes obscene video of businessman, blackmails him for Rs 1 cr, held | Delhi News","Delhi Police said one of the accused is a woman identified as Payal, a software engineer, who used to honeytrap rich businessman, to blackmail them."
Expert tips! How to take care of your gold jewellery,"When it comes to taking care of the gold jewellery, most people are clueless, that is the reason why we decided to get an expert's take on the same."
"Ashadha Gupt Navratri 2021 Day 2: Maa Brahmacharini Puja Vidhi, Shubh Muhurat, Mantra, Bhog and Aarti","Ashadha Gupta Navratri 2021 Day 2: On the second day (Dwitiya Tithi), devotees worship the Brahmacharini avatar of Durga. Read on to know Brahmacharini Puja Vidhi, Shubh Muhurat, Mantra, Bhog and Aarti lyrics."
Inzamam slams England | Pakistan's Inzamam-ul-Haq slams Babar Azam &amp; Co. for playing ODI cricket with T20 mindset in England | Cricket News,Pakistan legend Inzamam-ul-Haq has slammed Babar Azam &amp; Co. for playing ODI cricket with a T20 mindset in England. Ben Stokes' England have sealed the 3-match bilateral series by winning the first 2 matches.
Peter Handscomb: COVID-19 Australia cricketer Peter Handscomb tests positive for COVID-19 | Cricket News,"The 30-year-old, who has been captaining Middlesex this season, couldn't play their Championship Group Two game on Sunday after being forced into isolation following a positive test result."
"11,000 EVs in Goa to receive subsidies every year for 5 years","According to the draft scheme, the state government will provide subsidies to 10,000 electric two wheelers, not exceeding ₹10 crore per year."
Teen has 82 teeth removed from his jaw | Viral News: Bihar teenager with rare tumour has 82 teeth removed from his jaw | Trending & Viral News,"Dr. Priyankar Singh from the maxillofacial unit, with the assistance of Dr. Javed Iqbal, completed the complex operation in three hours."
Nepal news | Nepal caretaker PM KP Sharma Oli resigns; Sher Bahadur Deuba appointed new prime minister,"Sher Bahadur Deuba has served as the Nepal PM on four occasions - from 1995 to 1997, then from 2001 to 2002, again from 2004 to 2005, and from 2017 to 2018."
Monsoon Session of Parliament from July 19 to August 13; RT-PCR test not mandatory for MPs and journalists | India News,Lok Sabha Speaker Om Birla said the timings of Parliament's Monsoon Session will be from 11 am to 6 pm for both the Houses - the Lok Sabha as well as the Rajya Sabha.
"Paytm IPO I Paytm gets green signal from shareholders to raise Rs 12,000 cr, Sharma to continue as Chairman, MD &amp; CEO | Business News",Paytm will be filing its Draft Red Herring Prospectus with the market regulator (SEBI) soon
"Archana Puran Singh-Parmeet Sethi's wedding [EXCLUSIVE] Archana Puran Singh on hiding marriage with Parmeet Sethi: If a girl gets married, her work goes down",Archana Puran Singh is married to Parmeet Sethi. The actress revealed that she had to keep her marriage hidden for four years. The couple is blessed with two children.
1971 war | 1971 War Victory Flame received at INS Kattabomman with a ceremonial guard of honour | Tamil Nadu News,Golden jubilee celebrations were launched in December last year to mark the victory of Indian armed forces against Pakistan in the 1971 Indo-Pak War and four Victory Flames were lit.
"Market cues: Stocks, events to watch out for on July 12 | Business News",Equitas Small Finance Bank: Gets RBI nod to apply for amalgamation Federal Bank CEO gets 3-year extension from RBI&nbsp;
"FIR against Punjab MLA Simarjit Bains on rape charges, months after complaint | India News",This comes days after&nbsp;a Punjab court here ordered the Ludhiana police commissioner to register a case against the Punjab legislator.
"Haryana: Covid lockdown extended till July 19, 100 people allowed in weddings, funerals | India News",The Covid-induced lockdown termed as &quot;Mahamari Alert-Surakshit Haryana (Epidemic Alert-Safe Haryana)&quot; has been further extended till July 19.
Italy win EURO 2020 | Football is coming to Rome! Italy triumph in penalty shootout to deny England Euro 2020 title at Wembley | Football News,Luke Shaw's record goal went in vain as Roberto Mancini-coached Italy edged past Gareth Southgate's England to clinch their 2nd UEFA Euro title on Sunday at Wembley.
Puri temple | Puri: ASI to undertake laser scanning in Shree Jagannath Temple  | India News,A team of ASI had earlier visited the shrine and observed that laser scanning is required to ascertain the condition of structures in the ancient temple.
Karnataka to receive heavy to very heavy rainfall till July 16; orange alert issued in state | India News,The weather department also predicted heavy to very heavy rainfall in some areas of Karnataka till July 16.
AICTE to start engineering and technical institutes classes from October 25- check revised dates here  | Education News,"AICTE has announced that it would start classes for engineering and technical institutes from October, 25. However, the classes for existing students might begin from October, 1. Check revised dates here."
"Three arrested JMB terrorists reveal 2 others still in West Bengal, 10 have moved to Kashmir and other states | West Bengal News",All three of the arrested JMB terrorists are Bangladeshi nationals and they were picked up from South Kolkata's Haridevpur area on Sunday.
Jeep Meridian | Jeep seven-seater SUV in India to be christened Meridian: Reports,The upcoming 7 seater SUV in India will likely be propelled by the same 2.0-litre turbocharged diesel engine as the Jeep Compass 5 seater SUV.
&lsquo;That's the bonding between us&rsquo;: DK Shivakumar amid backlash over slapping a man | India News,"Shivakumar, who is an MLA from Kanakapura, slapped the man,&nbsp;said to be a party worker, after he allegedly tried to put his arms around him."
Cricket fraternity on Yashpal Sharma's death: Yashpal Sharma passes away: Cricket fraternity express their condolence to 1983 World Cup winner | Cricket News,"Yashpal Sharma, who represented India in 37 Tests and 42 ODIs, passed away due to a cardiac arrest on Tuesday (July 13)."
"At 2,020, India sees huge spike in one-day COVID deaths as Madhya Pradesh revises toll | India News","Of the 2,020 deaths, Madhya Pradesh alone logged 1,481 deaths in a span of a day, as per Union Health Ministery's data."
Congress mulling changes in Parliament strategy; Sonia Gandhi to chair meet on July 14 | India News,"In the meeting, Congress is expected to discuss the issues to be raised in both the Houses during the upcoming monsoon session which begins from July 19."
Zydus Cadila Covid-19 vaccine may take few more days for approval | India News,Zydus Cadila's vaccine for children aged 12 and above may not be accessible anytime soon since emergency permission from the country's top drug regulator is anticipated to take a few more days.
VSS Unity| 'Godspeed': Netizens wish 'bon voyage' to Richard Branson and team for Virgin Galactic space flight take off | Trending & Viral News,"Currently, the launch is delayed because of the weather conditions."
Neesham on Euro final: James Neesham's hilarious take on Euro final reminds fans of New Zealand 2019 World Cup loss Whoever made most passes wins | Cricket News,New Zealand all-rounder James Neesham came up with a hilarious take on penalty shootout between England and Italy in the Euro 2020 final on Sunday.
Food delivery agent brutally thrashed by 'Tiger' cops for overtaking their bike  | Crime News,A case has been registered against two Tiger cops for allegedly assaulting a food delivery agent inn Jharkhand.
"Under fire over inaccurate monsoon forecast for Delhi, IMD says 'such type of failure rare, uncommon' | Delhi News",The weather department has been facing flak over repeated errors in forecasting the advancement of the southwest monsoon over Delhi.
President Biden&rsquo;s order - A possible opportunity for Indian IT? | Business News,"US President Joe Biden signed an executive order last week, stifling big tech, healthcare and agro companies dominating the market with pricing power.  What could the impact of this be on Indian IT?"
Pizza Mario Euro 2020| 'Perfect Couple': Italy fans dress up as 'Pizza' and 'Mario' at Euro 2020 final in London amuse netizens  | Trending & Viral News,The couple's picture went viral on Twitter.
Kolkata: Another micro-containment zone identified in a Salt Lake locality  | Kolkata News,The list of micro-containment zones in Kolkata has increased with another stand-alone house in the proper Salt Lake area taking the total number of micro-containment zones in the city to 73.
Devotee-less Rath Yatra held in Puri amid COVID-19 curfew; Lord Jagannath reaches Gundicha  | India News,"The Rath Yatra of Lord Jagannath in Puri is an annual ritual that generally attracts huge crowd. However, the Odisha government has this time banned public participation in the mega festival."
'Goa wants honest politics': Arvind Kejriwal to launch AAP's charm offensive in poll-bound state today | India News,Aam Aadmi Party has announced that it will contest the next year's elections in Goa and has already declared in-charges of 20 Assembly constituencies.
MS Dhoni vs Andrew Flintoff: Throwback! MS Dhoni gives epic reply after being hit on the helmet by Andrew Flintoff's bouncer - WATCH | Cricket News,MS Dhoni had responded in an epic manner after Andrew Flintoff hit him on the helmet with a nasty bouncer during a Test match between India and England.
What all has happened since SL's last ODIs win over India: Mind-blogging facts! Where world cricket was and how much it has changed post SL's 1997 ODI series win vs India | Cricket News,Sri Lanka haven't defeated India in an ODI series in the last two decades. Here's a look at what all has happened since SL's last ODI series triumph over the Men in Blue -
COVID-19: Australia's Delta variant outbreak worsens despite Sydney lockdown ,"Total infections in the outbreak are nearing 700, less than a month since the first was detected in mid-June."
Air India Disinvestment Deal | Tata Group may ask govt for indemnity clause in Air India deal to safeguard itself from unexpected claims | Business News,The Tata Group has set up a crack team comprising experts from group entities such as Vistara and AirAsia to examine every tiny details of the Air India disinvestment deal.
Deep Dasgupta cautions Virat Kohli: There are kids watching him: Former Indian keeper cautions Virat Kohli from going overboard with his on-field acts | Cricket News,"Ahead of the five Tests versus England, former Indian wicketkeeper feels Virat Kohli needs to be cautioned a bit with regard to his on-field acts as young kids follow him."
Euro 2020 final racism row: FA condemns racist abuse of players following England's Euro 2020 final loss to Italy | Football News,"The sides drew 1-1 after extra time and Italy won the shootout 3-2, with England players Marcus Rashford, Jadon Sancho and Bukayo Saka, who are all Black, missing spot-kicks"
Rise with India: Top stories to watch out for on July 12 | Business News,"Three more people, including a toddler, were found infected by Zika virus in Kerala on Sunday, taking the total count to 18."
"NEET MDS Counselling Dates this week, Supreme Court orders Centre | Education News",NEET MDS Counselling Dates are likely to be announced in a weeks' time. The Supreme Court of India has issued an order to the Union Ministry of Health and Family Welfare to announce the dates by this week.
NGO urges Education Minister to ensure girls don't drop out of schools due to COVID-19 | Education News,An NGO working for child rights has launched a petition urging Union Education Minister Dharmendra Pradhan to ensure girls don't drop out of schools due to COVID-19. It aims to ensure learning continuity.
Ronaldo wins Euro 2020 Golden Boot award | Euro 2020 top-scorers: Cristiano Ronaldo bags Golden Boot with 5 goals - See full list | Football News,Euro 2020: Portugal captain Cristiano Ronaldo bagged his maiden Golden Boot award in Euro 2020. The superstar footballer ended with 5 goals and 1 assist.
Punjab lifts night and weekend curfew from today - here&rsquo;s what&rsquo;s opening and what&rsquo;s not | India News,"With the coronavirus situation improving in Punjab, gatherings of 100 persons indoors and 200 outdoors will be allowed from Monday."
&lsquo;Crowding of tourist spots in hills a matter of concern&hellip;we should prevent third wave from happening&rsquo;: PM Modi | India News,PM Modi emphasised on the need to take strict action at the micro level to curb the Covid-19 situation in the hills and north east.
Priyanka Chopra lakh outfits: 7 times Priyanka Chopra flaunted outfits that costed lakhs,Time and again Priyanka Chopra has proved that she is a patron of luxury clothes. Check out 7 times she wore outfits that cost in lakhs.
Yashpal Sharma | Watch: When Yashpal Sharma smashed two T20-styled sixes against England in 1983 World Cup semi-final | Cricket News,"Yashpal Sharma was an important member of India's 1983 World Cup-winning team. He had hit 61 runs against England in the semi-final, smashing two sixes in the process."
