title,desc
On camera: Celebratory firing in Ghaziabad after BJP's victory in UP local polls | India News,"Uttar Pradesh Chief Minister Yogi Adityanath on Saturday claimed victory in the polls for the posts of the block panchayat chief, amid allegations of violence by the opposition parties."
"Gurugram: Held captive for 9 days, Dalit woman repeatedly gang-raped at gunpoint | India News",Police said the accused also disposed of the clothes of the woman to erase all traces of the crimes.
"Florida condo collapse toll rises to 94, as identification grows complicated ","Miami-Dade County Mayor Daniella Levine Cava said 83 of those found have been identified, with 22 people still missing."
Kerala to launch 'Mathru Kavacham' campaign to vaccinate pregnant women against Covid-19  | Kerala News,Kerala Health Minister Veena George said that getting vaccinated during pregnancy is a very important preventive measure.
Mirabai Chanu: Olympic countdown: Mirabai Chanu's challenge - snatching the opportunity | Sports News,"Mirabai carrying the expectation of a genuine medal contender going to Tokyo. Amongst the competitors, comparing their best lifts of 2021, stands at fourth in snatch. Her personal best in the snatch is 88kg."
Argentina vs Italy Super Cup | Euro vs Copa America: Lionel Messi's Argentina could face Giorgio Chiellini's Italy in 'Super Cup' - Report | Football News,Italy and Argentina -- the winners of Euro 2020 and Copa America 2021 -- could face each other in a one-off Super Cup.
"Parachutist crashes through roof after 15,000ft plunge and survives | Soldier crashes through roof after parachute fails to open correctly during 15,000-ft plunge; survives | Trending & Viral News","The soldier suffered only moderate injuries and no other persons were injured in the incident, the police confirmed."
"Azim Premji&rsquo;s charity arms receive over Rs 18,000 crore from Wipro in 5 years in buybacks, dividends | Business News","In the fiscal years ended 2017, 2018, 2020, and 2021, the two philanthropic arms received Rs 1,964 crore, Rs 5,894 crore, Rs 1,318 crore, and Rs 8,156 crore respectively from the buybacks."
Cricket fraternity on Yashpal Sharma's death: Yashpal Sharma passes away: Cricket fraternity express their condolence to 1983 World Cup winner | Cricket News,"Yashpal Sharma, who represented India in 37 Tests and 42 ODIs, passed away due to a cardiac arrest on Tuesday (July 13)."
"Samsung Galaxy Z Fold3 pricing leaked, to support S Pen Pro",The report also mentions that Samsung sees this year's folding duo as mass popularisers for the folding form factors.
"Anurag Thakur: 'Irreparable loss': Om Birla, Anurag Thakur condole demise of Yashpal Sharma  | Cricket News",Lok Sabha Speaker Om Birla and Sports Minister Anurag Thakur condoled the demise of former Indian cricketer and 1983 World Cup winner Yashpal Sharma on Tuesday. He died due to a cardiac arrest on Tuesday.
Balkampet Yellamma Temple | Balkampet Yellamma Kalyanam 2021: Hyderabad Police issue advisory; here are the routes to avoid congestion | Hyderabad News,Balkampet Yellamma Goddess is also believed to be an incarnation of Goddess Kali.
IPO this week | Clean Science IPO share allotment likely tomorrow: Know how to check status | Business News,"The issue has seen strong demand from investors across the board and garnered bids for over Rs 1.03 lakh crore worth of shares against the offer size of Rs 1,107.24 crore"
Ben Stokes: Frustrating if England cricketers have to miss The Hundred: Ben Stokes | Cricket News,Ben Stokes said that it would be &quot;very frustrating to not be able to participate in The Hundred&quot; if the players have to enter the bio-bubble much earlier than scheduled for the India series.
"Three arrested JMB terrorists reveal 2 others still in West Bengal, 10 have moved to Kashmir and other states | West Bengal News",All three of the arrested JMB terrorists are Bangladeshi nationals and they were picked up from South Kolkata's Haridevpur area on Sunday.
Mumbai Cricket Association Fitness Camp: Shreyas Iyer and Arjun Tendulkar named for Mumbai's fitness camp  | Cricket News,"Shreyas Iyer, recovering from a shoulder injury, included in the list of 45 players announced by the Mumbai Cricket Association for its fitness camp. Sachin Tendulkar's son Arjun also included in the camp."
"Uttarakhand | Over 30,000 tourists in Nainital, 20,000 in Mussoorie prompt Uttarakhand govt to cap entries at destinations | India News",The Uttarakhand government has warned the district magistrates that they will be held responsible for the spike in number of cases due to tourist influx.
Yashpal Sharma death | How legendary actor Dilip Kumar helped Yashpal Sharma bag a spot in Indian cricket team | Cricket News,"On Tuesday, Yashpal Sharma passed away after suffering cardiac arrest. Late actor Dilip Kumar is said to have played a role in earning Yashpal a place in the Indian national team."
Akshay Kumar audition | Did you know Akshay Kumar was rejected for Aamir Khan's Jo Jeeta Wohi Sikandar? Here's what he had auditioned for ,Not many know but Akshay Kumar had auditioned for the antagonist's role in Aamir Khan's hit movie Jo Jeeta Wohi Sikandar. Check out all the details below.
"11,000 EVs in Goa to receive subsidies every year for 5 years","According to the draft scheme, the state government will provide subsidies to 10,000 electric two wheelers, not exceeding ₹10 crore per year."
&lsquo;COVID 3rd wave knocking on door&rsquo;: IMA Uttarakhand urges CM Pushkar Dhami to cancel Kanwar Yatra | India News,Kanwar Yatra begins in late July with the onset of the Hindu month of Shravan and goes on till early August covering a period of nearly a fortnight.
Maharashtra administers doses only of around 60% of its capacity in July | Mumbai News Updates,"As per the state's immunisation department sources, the state is capable of administering around 06 lakh doses per day. But because of lack of supply, state has to manage with whatever stock they have."
Jeff Bezos space flight: US approves Blue Origin licence for human space travel aboard new shepard,"Blue Origin's flight will come a little over a week after space-tourism rival Virgin Galactic successfully sent a crew including its founder, British billionaire Richard Branson, to the edge of space."
Relief for Union Minister Hardeep Puri's wife as HC orders removal of defamatory tweets | India News,"Gokhale's tweets had alleged that the purchase of a house in Geneva, Switzerland by the&nbsp;former diplomat was financed by money disproportionate to her income."
"NatWest Trophy: On this day in 2002: 'Moment to remember' as Mohd. Kaif, Yuvraj Singh script historic NatWest Trophy win  | Cricket News","On this day, 19 years ago, Sourav Ganguly-led Indian side scripted one of its most memorable victories by defeating England by two wickets to win the Natwest Trophy finals."
"IT professionals demand up to 70% hike for switching jobs, turning down several offers | Business News",Hiring in the IT sector is at its peak and candidates are getting exorbitant offers and counteroffers from existing employers.
 Delhi: Jailed Dera chief Gurmeet Ram Rahim brought to AIIMS for endoscopy&nbsp; | Delhi News,Dera Sacha Sauda chief Gurmeet Ram Rahim Singh was convicted for raping two women in 2017 and is being lodged at Haryana's Sunaria jail in Rohtak.
Rohit-Ritika Sajdeh on a coffee date: Husband goals! Rohit Sharma pampers Ritika Sajdeh with coffee date post Samaria's school | Cricket News,"Rohit Sharma, Ritika Sajdeh and Samaira are enjoying their time in the UK before India's England Tests, from August 4. Hitman recently shared a picture with his ladylove, as the duo were out on a coffee date."
Richard Branson news | Richard Branson buys stake in space tech fund Seraphim,Bloomberg reported earlier on Monday that Branson had purchased stock in London-based Seraphim in a sale that closed on Friday
Beating all odds! IIT-D alumnus scales Mt Everest after battling COVID,"Neeraj Choudhary, an alumnus of IIT-Delhi scaled Mount Everest during his post-COVID recovery period."
Mars and Venus conjunction with moon in the night sky | Planets snuggle: Mars and Venus to align with the Moon today - here's how you can see the conjunction,"Mars Venus Moon conjunction:  The two planets will appear only half a degree apart, as seen from Earth. The celestial event is referred to as planetary conjunction."
"Alibaba, others weigh bids for Unisplendour stake worth up to $7.7 billion: Report","If Alibaba submits an offer due by the July 20 deadline for binding bids, it will team up with a firm owned by a local government, said two of the people. They did not disclose the name of the potential partner"
"IGNOU June TEE 2021 Timetable for UG, PG courses released at ignou.ac.in   | Education News","IGNOU June TEE 2021 timetable has been released. This timetable is for the UG, PG Diploma courses. Applicants can check the IGNOU June TEE 2021 timetable at the official site ignou.ac.in."
&lsquo;Crowding of tourist spots in hills a matter of concern&hellip;we should prevent third wave from happening&rsquo;: PM Modi | India News,PM Modi emphasised on the need to take strict action at the micro level to curb the Covid-19 situation in the hills and north east.
"At 2,020, India sees huge spike in one-day COVID deaths as Madhya Pradesh revises toll | India News","Of the 2,020 deaths, Madhya Pradesh alone logged 1,481 deaths in a span of a day, as per Union Health Ministery's data."
"UP: To complete target, unmarried deaf and mute man sterilised on pretext of COVID-19 vaccination | India News","The Asha worker Neelam Kumari lured the victim's family saying the man will get Rs 3,000 if he is vaccinated against COVID-19 at Etah district hospital."
Nepal news | Newly-appointed Nepal PM Sher Bahadur Deuba refuses to take oath,"Sher Bahadur Deuba has served as the Nepal PM on four occasions - from 1995 to 1997, then from 2001 to 2002, again from 2004 to 2005, and from 2017 to 2018."
RBI opens separate window for retail investors to invest in govt securities-all you need to know | Business News,"Using the portal, retail investors can access the auctions and the NDS-OM platform &mdash; the RBI platform for buying and selling G-Secs and other money market instruments in the secondary market."
"Yashpal Sharma no more: Yashpal Sharma, member of India's 1983 World Cup winning team, passes away after suffering cardiac arrest | Cricket News","Former Indian cricketer Yashpal Sharma passed away on Tuesday after suffering a major cardiac arrest. A former middle-order batsman, he was also a part of India's 1983 World Cup-winning team."
"BJP's Bihar ally Nitish Kumar opposes population control laws, says &lsquo;educating women best remedy&rsquo; | | Bihar News",Nitish Kumar said that the population growth can be checked by educating women and that he was not in favour of any legislative route to achieve the end.
"Samir Banerjee Wimbledon Jr. Champion | In a way, I represent India too: USA's Wimbledon Jr. champion Samir Banerjee | Tennis News","Samir Banerjee, an American of Indian origin, won the Wimbledon Boy's Singles title on Sunday. Samir said that he might also represents India in a certain way despite being an American."
Sarkari Naukri BSF Recruitment 2021: Apply for 285 posts on rectt.bsf.gov.in - check details here  | Education News,BSF Recruitment 2021 has started again. This time BSF has released a notification for 285 posts. Candidates willing to apply can do so at the official site- rectt.bsf.gov.in.
Jeep Meridian | Jeep seven-seater SUV in India to be christened Meridian: Reports,The upcoming 7 seater SUV in India will likely be propelled by the same 2.0-litre turbocharged diesel engine as the Jeep Compass 5 seater SUV.
Anjali Bhagwat interview: From Abhinav Bindra's role to young shooters' mindset: Anjali Bhagwat opines on India's Olympic shooting team | Sports News,51-year-old Anjali Bhagwat spoke at length on shooter Abhinav Bindra and his overall impact in shooting in India and opined on the team's chances in Tokyo 2020.
"Centre rejigs Cabinet Committees; Smriti Irani, Bhupender Yadav, Sonowal part of panel on political affairs  | India News","Union ministers Virendra Kumar, Kiren Rijiju and Anurag Singh Thakur have been included in the rejigged Cabinet Committee on Parliamentary Affairs headed by Defence Minister Rajnath Singh."
"Domino's creates pizza that 'insults both England and Italy' | Viral News: English and Italian football fans not amused by &lsquo;Fish n Chips pizza&rsquo;, Domino&rsquo;s responds | Trending & Viral News","After Mark's tweet amassed over 5,000 retweets and 22,000 likes, Domino's Japan responded from their official handle."
West Indies Women vs Pakistan Women: Hayley Matthews smashes ton as West Indies bag series against Pakistan | Cricket News,Hayley Matthews smashed an unbeaten century as she guided West Indies to an eight-wicket win against Pakistan Women in the third One-day International at the Sir Vivian Richards Cricket Ground.
Realty stocks on a roll: Decoding the rally | Business News,Market participants believe the tide has turned in real estate sector's favour.
Telangana | Telangana Congress secretary Kaushik Reddy resigns amid allegations over audio-tape | India News,"On Monday, the Congress party issued a show-cause notice to Reddy for 'anti-party' activities."
"20-year-old Kabaddi player murdered, family protests amid delay in arrests by police | Sports News","A 20-year-old Kabaddi player by the name of Amandeep has been hacked to death. Following the police's inability to make quick arrests, the family even protested outside the police station."
Marcus Rashford Racism | I&rsquo;m a black man from Withington and Wythenshawe: Marcus Rashford silences racist abuse on social media | Football News,Marcus Rashford apologised for missing a penalty in the Euro Cup final but said 'he will never apologise for who he is' after he was subjected to racist abuse following their loss to Italy in Euro final.
Kareena Kapoor skincare| 5 Kareena Kapoor beauty secrets you need to know to get smooth glowing skin ,Wondering how Kareena Kapoor Khan has a great skin almost all the time? The diva has these easy 5 tricks that gives her that flawless sheen.
"Novak Djokovic: 'The Serbinator' intensifies GOAT debate by equalling Rafael Nadal, Roger Federer's record | Tennis News","After equalling Roger Federer and Rafael Nadal's record of 20 Grand Slams, there's no stopping for Novak Djokovic - who is strengthening his case of being the ultimate GOAT with each Grand Slam."
Chennai: Pamban Bridge train services suspended till mid-September | Chennai News Headlines,Train commute for 16 rails has been suspended by the Madurai Railway Division in order to facilitate engineering work on the 107-year-old Pamban Bridge. Services to resume once bridge corrosion is repaired.
Elon Musk defends Tesla's SolarCity deal in US shareholder trial,Musk told a Delaware court that he was not enriched by the Tesla-SolarCity deal and that he did not inappropriately pressure fellow board members to greenlight the transaction.
Rise With India: Top stories to watch out for on July 13 | Business News,Here are top 10 new stories that you must know before you kickstart your day.
&lsquo;Swear by your son and say that you voted for us&rsquo;: BJP MLA to UP villager on electricity request | India News,"Veer Vikram Singh, who represents Katra Assembly constituency in Shahjahanpur, said that he would get the lights installed at the villager&rsquo;s home if he swears that he had voted for BJP."
"University installs toilet that turns poo into money for students | University builds toilet that turns excreta to source of power for building, digital money for students | Trending & Viral News",Cho has created a digital currency called Ggool. Each student using the toilet is paid 10 Ggool a day.
"Nana Patole news | After his &lsquo;under watch&rsquo; statement stirred row, Congress&rsquo; Nana Patole backtracks; says BJP &lsquo;misinterpreted&rsquo; him | Maharashtra News",BJP leader Devendra Fadnavis said Maharashtra Chief Minister Uddhav Thackeray (Shiv Sena) and Deputy CM Ajit Pawar (NCP) should offer an explanation on the allegations made by Congress leader Nana Patole.
Amazon vs Future | Singapore tribunal starts hearing Future&rsquo;s plea to lift stay on deal to sell its assets to Reliance Retail | Business News,"In August last year, Reliance Retail had mentioned that it would acquire the retail and wholesale business, and the logistics and warehousing business of Future Group for Rs 24,713 crore."
"Tokyo Olympics: Each of them has inspiring life journey, says PM Modi ahead of interaction with Tokyo-bound athletes  | Sports News",Prime Minister Narendra Modi will be interacting with the Indian athletes bound for Tokyo Olympics on Tuesday at 5 pm via video conferencing. He said all Tokyo-bound athletes have an inspiring life journey.
"Mumbai: Sex racket operated by transgender busted in Vile Parle, 5 women rescued  | Mumbai News Updates","On a tip-off, police picked up the transgender who led the police to a small room where five women were lodged, he said. The accused used to push women into prostitution work for money, he said."
Chris Gayle: Chris Gayle storm helps West Indies register series clinching win over Australia   | Cricket News,"Gayle (67) aided with Pooran (32), helped WI thrash Australia by six wickets in the third T20I on Monday. During the run chase, Gayle also became 1st player to smash 14K runs in shortest format of the game."
"UP continues to top the vaccination numbers, Maharashtra still number 2 in total doses administered  | India News","As per govt authorities of Maharashtra, the interrupted vaccine supply is the reason that Maharashtra is no more the state with highest administered doses."
"Stocks to track in trade for July 13, 2021: Shilpa Medicare, FDC, Reliance, Bharti Airtel, Vodafone Idea | Business News","Important results today: Mindtree, Tata Metaliks"
Uttarakhand lockdown | Uttarakhand extends COVID-19 lockdown till July 20 | India News,"Covid-appropriate behaviour like wearing of masks and maintaining social distancing must be maintained strictly at all places and violators penalised, the order said."
"Top WHO scientist cautions against Covid-19 vaccine cocktail, says &lsquo;there is limited data on mix and match&rsquo;","WHO chief scientist Soumya Swaminathan said that booster shots of the Covid-19 vaccine will lead to a &ldquo;chaotic situation&rdquo; if citizens start deciding when they should take a second, third, or fourth dose."
"Sensex today | Sensex rises 250 points on positive global cues, Nifty regains 15,750 mark; ICICI Bank, Tata Steel lead gains | Business News","Sensex today: Gains in the market were led by banking, auto, metal and energy stocks.&nbsp;ICICI Bank was the top gainer in Nifty, up 1.23%."
Delhi: Businessman detained by police for questioning found dead on railway tracks in Faridabad | Delhi News,"Delhi Police claim the businessman Yogesh Gupta, a resident of Madangir, allegedly committed suicide after leaving the Ambedkar Nagar police station."
MP Board 10th Result 2021 Date &amp; Time: MPBSE Matric results releasing tomorrow on mpresults.nic.in- updates | Education News,"MP Board 10th Result 2021 Date &amp; Time has been announced. The class 10 results will be released tomorrow on July 14, on the official site- mpresults.nic.in. Check updates here."
" &nbsp;Trade setup for Indian equity markets for July 13, 2021 | Business News",The Nifty fell over 100 points from day&rsquo;s high to close flat. The 50-stock index closed below the rising trend line support from the low of April this year.&nbsp;
Revolt RV400 electric bike's bookings in India to open again from 15 July,Revolt RV400 comes equipped with a 3.2 kWh battery pack and a 4 bhp electric motor.
Ben Stokes: Ben Stokes surprised by makeshift England's performance against Pakistan | Cricket News,England's makeshift team surprised stand-in skipper Ben Stokes with the way they adapted to the situation. England were forced to make this squad against Pakistan after Eng's 7 members tested Covid positive.
Atletico Madrid: Atletico Madrid sign Argentina's Rodrigo De Paul from Udinese | Football News,"La Liga champions Atletico Madrid signed midfielder Rodrigo de Paul from Serie A side Udinese on a 5-year contract, the club announced on Monday. The media reported, the two signed a deal of 35 million Euros."
Tokyo Paralympics: Tokyo Paralympics: India to participate in 9 disciplines in this year's edition as compared to 5 in 2016  | Sports News,India to participate across nine sporting events in the upcoming Tokyo Paralympics set to underway from August 24. At least 42 Indian para-athletes will feature in the upcoming Tokyo Games.
"As 3rd wave threat looms, Amit Shah says &lsquo;controlling second wave of Covid was not humanly possible&rsquo; | India News",The Union Home Minister said that people should not hesitate to take the Covid-19 vaccine as it is the most important weapon to fight the Covid-19 virus.
"CBSE 10th Result 2021: Not all students deserve 96/100 &ndash; Board asks schools to be reasonable, reopens portal | Education News","CBSE 10th Result 2021 date as per official notice is July 20, 2021. In a recent circular, the board has asked schools to look again at the moderation of marks followed and to be reasonable in awarding marks."
Twitterati in awe after Gayle surpasses 14k runs in T20s: Twitterati bows down to 'GOAT of T20s' Chris Gayle after he surpasses 14k runs in shortest format | Cricket News,"After disappointing outings in the first and second T20I vs Australia, Chris Gayle was among runs in the third match on Tuesday. Universe Boss was lauded by Twitterati after reaching 14k runs in T20s."
"Racism in England | We don't want you: Harry Kane leads tells England fans over racial abuse of Bukayo Saka, Marcus Rashford, Jadon Sancho over Euro 2020 final defeat | Football News","England trio of Jadon Sancho, Marcus Rashford and Bukayo Saka have been subjected to racial abuse on social media since their penalty miss led to the team's Euro 2020 final defeat against Italy."
"Under fire over inaccurate monsoon forecast for Delhi, IMD says 'such type of failure rare, uncommon' | Delhi News",The weather department has been facing flak over repeated errors in forecasting the advancement of the southwest monsoon over Delhi.
monsoon in Delhi | Monsoon finally arrives in Delhi; weather system covers entire country after delay of five days: IMD | Delhi News,Heavy rains and thunderstorm was recorded in most parts of the city on Tuesday morning.
"Zomato IPO opens tomorrow: Know price band, allotment date, and other key details | Business News",Zomato is going to be the first tech startup to list on Indian bourses post the IPO. Here are key questions answered about the much-awaited public issue.
"Tokyo Olympics: Daily tests, cardboard beds: 24 hours at Tokyo's Olympic Village | Sports News","Tokyo Olympics to be different for athletes: competitors can only arrive five days before their event, &amp; must leave within 48 hours of winning or losing. Here's what a day might look at Olympic Village, Tokyo."
NEET 2021: Registration begins today on ntaneet.nic.in - Step by step process on how to apply online | Education News,"NEET 2021 registration process and online application forms would begin from today - July 13, 2021 at 5 pm on ntaneet.nic.in. Check step by step process on how to apply online for NEET 2021."
AICTE to start engineering and technical institutes classes from October 25- check revised dates here  | Education News,"AICTE has announced that it would start classes for engineering and technical institutes from October, 25. However, the classes for existing students might begin from October, 1. Check revised dates here."
"COVID impact: Over 3,800 inmates released from Delhi prisons to decongest jails | Delhi News","Delhi prison officials said 3,800 inmates have been released from three jails in order to prevent increase in COVID-19 cases."
Watch: Fabien Allen shows brilliant presence of mind as Dwayne Bravo messes up easy catch | Cricket News,Fabien Allen showed brilliant acrobatic skills to grab a rebound catch of Australia skipper Aaron Finch in the 3rd T20I. Dwayne Bravo had earlier made a mess of the catch.
"Children's play castle comes loose and flies off | Horror moment: Bouncy play castle comes loose and flies off in strong winds, hurls children into the air | Trending & Viral News",The youngsters were heard screaming as the bouncy castle came loose and flew 30-feet off the ground.
"Market cues: Stocks, events to watch out for on July 13 | Business News","Shilpa Medicare Board approved transfer of API Business consisting of Unit-1 and Unit-2 situated at Raichur, Karnataka by way of slump sale&nbsp;"
"Monsoon 2021: IMD predicts thunderstorms in Delhi-NCR today, &lsquo;orange alert&rsquo; in Rajasthan and J&amp;K | India News",The India Meteorological Department has come under fire after its earlier prediction about the monsoon didn&rsquo;t turn out accurate.
WhatsApp targeted in EU consumer complaints over privacy changes,WhatsApp in January introduced a privacy policy which allows it to share some data with Facebook and other group firms.
MS Dhoni vs Andrew Flintoff: Throwback! MS Dhoni gives epic reply after being hit on the helmet by Andrew Flintoff's bouncer - WATCH | Cricket News,MS Dhoni had responded in an epic manner after Andrew Flintoff hit him on the helmet with a nasty bouncer during a Test match between India and England.
"Assam&rsquo;s new cattle bill: No beef in Hindu, Jain and Sikh areas, within 5-km radius of temples [Details] | Assam News",The new proposed law - Assam Cattle Preservation Bill 2021- also seeks to prohibit sale and purchase of beef in places that fall within five-kilometre radius of a temple.
"Gayle 14000 T20 runs | RECORD ALERT! Chris Gayle becomes first batsman in universe to score 14,000 runs in T20 cricket | Cricket News","West Indies legend Chris Gayle completed 14,000 runs in T20 cricket while also registering a half-century in the 3rd T20I against Australia."
Gauri Khan outfit cost: Super expensive outfits sported by Shah Rukh Khan's wife Gauri Khan that are in lakhs,SRK lives life King size and his wife Gauri Khan is no less than a queen! Check out some of the most expensive outfits worn by the celebrity wife.
India facing danger of narco-terror: Union Home Minister Amit Shah   | India News,Shah said that rhe Centre has decided that 'we will not let narcotics enter our country and not let India become its pathway'.
Teen has 82 teeth removed from his jaw | Viral News: Bihar teenager with rare tumour has 82 teeth removed from his jaw | Trending & Viral News,"Dr. Priyankar Singh from the maxillofacial unit, with the assistance of Dr. Javed Iqbal, completed the complex operation in three hours."
"Mohan Bhagwat | Bhagwat may be sharing the DNA of Aurangzeb, but that's not true for all: Dasna Devi temple priest | India News","On July 4, while speaking at an event in Ghaziabad, RSS chief Mohan Bhagwat had said that Hindus and Muslims have the same DNA."
Business activity back to pre-2nd wave levels of March 2021: Report | Business News,"Power demand rose by 1.4 per cent week on week after a superlative 6.9 per cent rise the previous week, while the labour participation rate inched up to 40.6 per cent from 39.5 per cent."
Fire death toll at coronavirus ward in Iraq&rsquo;s Nasiriyah rises to 54,"According to preliminary information, the fire was caused by an oxygen tank explosion."
Results of MBBS exams at Pondicherry University out after Lt. Governor intervenes | Education News,"The results of MBBS exams for Pondicherry University were declared on Monday after the Lieutenant Governor intervened. Till now, the results were delayed due to various reasons and the University explained why."
"Bharat Biotech submits documents for Covaxin&rsquo;s &lsquo;emergency use listing&rsquo; to WHO, approval expected &lsquo;at earliest&rsquo; | India News",Bharat Biotech head Krishna Ella on Monday said that all documents required for the Emergency Use Listing of Covaxin were submitted to the WHO on July 9.
"UP: Married woman, her paramour found hanging with sari in Aligarh | India News",Atrauli police in Aligarh said the couple fell in love despite both being married. The deceased woman Vimlesh was the sister-in-law of Ravi's elder brother.
Inzamam slams England | Pakistan's Inzamam-ul-Haq slams Babar Azam &amp; Co. for playing ODI cricket with T20 mindset in England | Cricket News,Pakistan legend Inzamam-ul-Haq has slammed Babar Azam &amp; Co. for playing ODI cricket with a T20 mindset in England. Ben Stokes' England have sealed the 3-match bilateral series by winning the first 2 matches.
Investment Plan | Planning to book profit after recent market rally? Ask yourself these 5 questions | Business News,"Before pressing the exit button, investors need to look beyond emotional reasons. Without a proper framework, sell decisions may cost the investor dearly."
India tour of England | Virat Kohli &amp; Co. fully vaccinated in England; set to undergo multiple tests before Test series: Report | Cricket News,Indian cricketers in the UK have reportedly been fully vaccinated after BCCI arranged the second dose of Covid-19 vaccine for them with the help of the NHS.
"Himachal Pradesh floods | Himachal Pradesh floods: 3 NDRF teams carry out rescue work in Boh village, PM says situation being monitored | India News",Himachal Pradesh flood: Incessant rains wreaked havoc in Himachal Pradesh. Major roads have been blocked due to landslides and tourists have been asked to stay wherever they are.
"Will Yuzi Chahal, Kuldeep Yadav play together in T20 World Cup? Former Indian keeper gives his take on 'Kulcha' ahead of Sri Lanka tour  | Cricket News","Former Indian keeper-batsman-turned-commentator Deep Dasgupta has opined on the chances of Yuzvendra Chahal and Kuldeep Yadav playing together in the T20 World Cup, ahead of the Sri Lanka tour."
COVID-19 rearing its head again? Rise in R-value in July first week hints at fresh spike | India News,"The R-value, also known as effective transmission rate or the reproduction number, has gone up to 0.88 in the first week of July from 0.78 on 30 June, revealed an analysis by the researchers."
MPPSC Prelims 2021 Admit card released for July 25 exam- check how to download here  | Education News,MPPSC Prelims 2021 admit card has been released for State Service and Forest Services exam to be held on July 25. Candidates appearing for the same can click on the direct link for downloading given here.
Styris TROLLS England \ England had more corners: Scott Styris takes sly dig at ICC's boundary count rule after UEFA Euro final | Cricket News,"Taking a sly dig at ICC's boundary count rule after UEFA Euro final, former New Zealand all-rounder Scott Styris mocked England's defeat to Italy on penalties in the summit clash of the European championships."
"Johnson &amp; Johnson&rsquo;s Covid-19 vaccine could cause paralysis, warns FDA",The Johnson &amp; Johnson vaccine had run into trouble earlier this year after the FDA briefly paused the jab following a rare blood clotting complication.
